text,category_name,true_label_original,article_id,category,claened_text
"From: rhn@netcom.com (Ron Nicholson)
Subject: Re: Can Mac Superdrives read Unix disks?
Organization: Netcom - Online Communication Services (408 241-9760 guest)
Lines: 8

There are several programs on sumex that allow Macs with superdrives to
read and write unix tar diskettes.
---
-- 
---
Ronald H. Nicholson, Jr.
rhn@netcom.com, rhn@sigm.com, N6YWU, (408)296-7535
#include <cannonical.disclaimer>
",comp,comp.sys.mac.hardware,52346,0,rhnnetcomcom ron nicholson subject mac superdrives read unix disk organization netcom online communication service 408 2419760 guest line 8 several program sumex allow mac superdrives read write unix tar diskette ronald h nicholson jr rhnnetcomcom rhnsigmcom n6ywu 4082967535 include cannonicaldisclaimer
"From: cl056@cleveland.Freenet.Edu (Hamaza H. Salah)
Subject: Re: Israeli Terrorism
Organization: Case Western Reserve University, Cleveland, OH (USA)
Lines: 16
Reply-To: cl056@cleveland.Freenet.Edu (Hamaza H. Salah)
NNTP-Posting-Host: hela.ins.cwru.edu


tsiel writes:

>If indeed Israeli soldiers killed a ""Hamas Mujahid"" with an anti-tank missile
>then I'm almost sure that the ""terrorist zionists"" would not have been able
>to cut up a body which was probably desintegrated by the missile.

maybe the missile didn't hit directly such that his body
gets ""desintegrated.""  of course, destroying 10 houses to
kill someone is not a surgical operation, or is it?
    

-- 
                  ___________________ cl056@cleveland.Freenet.Edu _____________
                 (______   _  |   _  |_    
_____ H A M Z A ________) |-| |_ |-| | |    foo i.e. most foo
",talk,talk.politics.mideast,76105,3,cl056clevelandfreenetedu hamaza h salah subject israeli terrorism organization case western reserve university cleveland oh usa line 16 replyto cl056clevelandfreenetedu hamaza h salah nntppostinghost helainscwruedu tsiel writes indeed israeli soldier killed hamas mujahid antitank missile im almost sure terrorist zionist would able cut body probably desintegrated missile maybe missile didnt hit directly body get desintegrated course destroying 10 house kill someone surgical operation cl056clevelandfreenetedu h z foo ie foo
"Subject: Re: Young Catchers
From: rsmith@strobe.ATC.Olivetti.Com (Russ Smith)
Organization: Olivetti ATC; Cupertino CA, USA
Lines: 27

In article <mssC52qMx.768@netcom.com> mss@netcom.com (Mark Singer) writes:
>Now, Keith Mitchell.  As I recall (no stat books handy - surprise!)
>he jumped from AA to Atlanta in 1991.  He did so well that he was
>returned to the minors, where he didn't do very well at all.  Now
>his career is in jeopardy.  So how does he fit in with your 
>point.  Good MLE's in AA.  Moved him right to the big club.  Now
>he's one step away from being traded or moved out of baseball.
>Duh.

Methinks you recall wrong. Mitchell hit close to .300 in Atlanta and 
continued to walk alot after his promotion. He was then (I think) left
off the playoff roster, and started the next year in the minors where
even the Braves will tell you he underperformed because he was so mad
at going back down. 

he struggled last year, no doubt, but even the Braves blamed part of it
on the demotion. I'd much rather have Mitchell than say Mark Whiten on
the Cards.




Russ Smith
*******************************************************************************
""I don't know anything about X's, but I know about some O.""              
                  George Gervin on being an assistant coach
********************************************************************************
",rec,rec.sport.baseball,102728,1,subject young catcher rsmithstrobeatcolivetticom rus smith organization olivetti atc cupertino ca usa line 27 article mssc52qmx768netcomcom mssnetcomcom mark singer writes keith mitchell recall stat book handy surprise jumped aa atlanta 1991 well returned minor didnt well career jeopardy fit point good mles aa moved right big club he one step away traded moved baseball duh methinks recall wrong mitchell hit close 300 atlanta continued walk alot promotion think left playoff roster started next year minor even brave tell underperformed mad going back struggled last year doubt even brave blamed part demotion id much rather mitchell say mark whiten card rus smith dont know anything x know george gervin assistant coach
"From: tmc@spartan.ac.BrockU.CA (Tim Ciceran)
Subject: Re: .GIF to .BMP
Organization: Brock University, St. Catharines Ontario
X-Newsreader: TIN [version 1.1 PL9]
Distribution: usa
Lines: 21

Scott Zabolotzky (saz@hook.corp.mot.com) wrote:
: I'm not sure if this is the correct place to ask this question.  If not,
: please forgive me and point me in the right direction.

: Does anybody know of a program that converts .GIF files to .BMP files
: and if so, where can I ftp it from?  Any help would be greatly 
: appreciated.

: Please respond via e-mail as I do not read this group very often.

: Thanks...Scott

Sorry Scott, if you post it here, you can read it here.  There is a shareware
program available via anonymous FTP that will suit your needs.  You'll find 
it at OAK.OAKLAND.EDU  in the subdirectory pub/msdos/graphics.  The file is
called ""GRFWK61T.ZIP.""

TMC.
(tmc@spartan.ac.brocku.ca)


",comp,comp.graphics,38366,0,tmcspartanacbrockuca tim ciceran subject gif bmp organization brock university st catharines ontario xnewsreader tin version 11 pl9 distribution usa line 21 scott zabolotzky sazhookcorpmotcom wrote im sure correct place ask question please forgive point right direction anybody know program convert gif file bmp file ftp help would greatly appreciated please respond via email read group often thanksscott sorry scott post read shareware program available via anonymous ftp suit need youll find oakoaklandedu subdirectory pubmsdosgraphics file called grfwk61tzip tmc tmcspartanacbrockuca
"Organization: Penn State University
From: Andrew Newell <TAN102@psuvm.psu.edu>
Subject: Re: Christian Morality is
 <C5prCA.590@news.cso.uiuc.edu>
Lines: 32

In article <C5prCA.590@news.cso.uiuc.edu>, cobb@alexia.lis.uiuc.edu (Mike Cobb)
says:
>
>In <11836@vice.ICO.TEK.COM> bobbe@vice.ICO.TEK.COM (Robert Beauchaine) writes:
>
>>In article <C5L1Ey.Jts@news.cso.uiuc.edu> cobb@alexia.lis.uiuc.edu (Mike
>Cobb) writes:
>
>>  If I'm wrong, god is free at any time to correct my mistake.  That
>>  he continues not to do so, while supposedly proclaiming his
>>  undying love for my eternal soul, speaks volumes.
>
>What are the volumes that it speaks besides the fact that he leaves your
>choices up to you?

Leaves the choices up to us but gives us no better reason
to believe than an odd story of his alleged son getting
killed for us?  And little new in the past few thousand
years, leaving us with only the texts passed down through
centuries of meddling with the meaning and even wording.
...most of this passing down and interpretation of course
coming from those who have a vested interest in not allowing
the possibility that it might not be the ultimate truth.
What about maybe talking to us directly, eh?
He's a big god, right?  He ought to be able to make time
for the creations he loves so much...at least enough to
give us each a few words of direct conversation.
What, he's too busy to get around to all of us?
Or maybe a few unquestionably-miraculous works here and
there?
...speaks volumes upon volumes to me that I've never
gotten a chance to meet the guy and chat with him.
",alt,alt.atheism,53290,6,organization penn state university andrew newell tan102psuvmpsuedu subject christian morality c5prca590newscsouiucedu line 32 article c5prca590newscsouiucedu cobbalexialisuiucedu mike cobb say 11836viceicotekcom bobbeviceicotekcom robert beauchaine writes article c5l1eyjtsnewscsouiucedu cobbalexialisuiucedu mike cobb writes im wrong god free time correct mistake continues supposedly proclaiming undying love eternal soul speaks volume volume speaks besides fact leaf choice leaf choice u give u better reason believe odd story alleged son getting killed u little new past thousand year leaving u text passed century meddling meaning even wording passing interpretation course coming vested interest allowing possibility might ultimate truth maybe talking u directly eh he big god right ought able make time creation love muchat least enough give u word direct conversation he busy get around u maybe unquestionablymiraculous work speaks volume upon volume ive never gotten chance meet guy chat
"From: razor@swix.nvg.unit.no (Runar Jordahl)
Subject: Re: Help! Need 3-D graphics code/package for DOS!!!
Organization: University of Trondheim, Norway
Lines: 8
X-Newsreader: TIN [version 1.1 PL6]

N020BA@tamvm1.tamu.edu wrote:
:     Help!! I need code/package/whatever to take 3-D data and turn it into
: a wireframe surface with hidden lines removed. I'm using a DOS machine, and
: the code can be in ANSI C or C++, ANSI Fortran or Basic. The data I'm using
: forms a rectangular grid.
:    Please post your replies to the net so that others may benefit. IMHO, this
: is a general interest question.
:    Thank you!!!!!!
",comp,comp.graphics,38442,0,razorswixnvgunitno runar jordahl subject help need 3d graphic codepackage do organization university trondheim norway line 8 xnewsreader tin version 11 pl6 n020batamvm1tamuedu wrote help need codepackagewhatever take 3d data turn wireframe surface hidden line removed im using do machine code ansi c c ansi fortran basic data im using form rectangular grid please post reply net others may benefit imho general interest question thank
"From: walsh@optilink.COM (Mark Walsh)
Subject: Re: Freedom of Association
Organization: Optilink Corporation, Petaluma, CA
Lines: 92

From article <pdb059-220493112512@kilimanjaro.jpl.nasa.gov>, by pdb059@ipl.jpl.nasa.gov (Paul Bartholomew):
> In article <philC5v0vo.7Ju@netcom.com>, phil@netcom.com (Phil Ronzone)
> wrote:

#> A very well put together post. I disagree with several key points, but the
#> post is an excellent one with which to ""engage in discourse"":

I agree wholeheartedly.  Paul, you have handled this so well,
I think that you could write ballot materials.

> Thank you.  I'd hoped to avoid the rancor that has characterized much
> of the debate on this issue.  I'm also not going to prolong the debate
> on this.  I wanted to respond to a couple of the points you make, but
> this will be my last posting on this.

No, don't stop!

#> Right to Equal Opportunity (lets call it REO) involves coercion in all cases
#> (by definition).

> One question:  is it your position that there is no REO?  Or just that
> this is a lesser right to FOA?

Good question.  It just depends.  How's that for an answer?  :-)
Seriously, I believe that it depends on wether or not you are
talking about a governmental employer or not.  In this case, I
believe that there should be absolutely no discrimination,
direct or indirect, period.  I feel this way not because it would
offend my moral sensibilities (which it of course would), but
because the government is a coercive entity which we cannot
escape.  It boggles my mind that in my lifetime, there were
""whites only"" drinking fountains in some parks, but no fountains
for others, yet the taxes garnished to support those fountains
certainly were not applied to ""whites only.""  In essence, we
cannot escape the coercive state.  Even Randy Weavers have to pay
property tax.  On the other hand, private employers are not a
monopoly, and their businesses should be run by them, and not by
the government, unless they elect to turn their affairs over to
that government.

#> Why? Says who? Why can mom & pop have FOA, but IBM be forced, and force is
#> the correct word here, to have REO?

> In the case of the mom & pop store, their FOA is directly affected.  They,
> as individuals, will have to associate with whomever they hire.  In the
> case of IBM, I ask again, whose FOA are we protecting?  I do not accept
> that IBM, as a corporate entity, has a right to FOA.

But if the mom & pop store is affected by who they hire,
isn't IBM?  There is a slippery slope here.  In Santa Cruz
(where a number of loony anti-discrimination laws exist),
a guy sued a restaurant for not hiring him because he had
every imaginable kitchen utensil dangling from his earlobe,
and his tatoos were very distracting.

#> Suddenly, by arm waving, by magic, a landlord does not have FOA. And on
#> what basis does the FOA of the landlord ""disappear""?

#> It seems that vague terms like ""no contact with tenants"" suffice.

> On the basis that the landlord has no contact with his/her tenants.  If
> the landlord doesn't associate with his tenants, then how can he complain
> that his FOA is being violated?

I have a lot of interaction (all positive) with my tenants,
so I guess that that isn't an issue.  But say I were to buy
a unit in another town, and have it managed by a third party.
Let's say that I have a real aversion to Christians because
of the stuff that they buy into hook line and sinker, and
because of the lunatic schmucks that they try to get elected.
I don't want any of those fish symbols hanging in the window
of a house that I own.  Should the government intervene?  If
I was Elie Weizel and the only rental applicant was Tom
Metzger, should I be forced to rent this distant unit to him?

#> The companies on the Fortune 500, for example, are all privately owned. They
#> can give you a list of all of their owners. They have no ""anonymous"",
#> unknown to them, owners.

> ""Publicly owned"" in the sense that their stock is publicly traded and that
> the shares of stock are owned by a generic, and ever-changing ""public"".

Yes, and the neat thing about this is that unlike the mom &
pop store, you and I can buy shares in IBM, and have influence
over their decision making policies if we don't like them.

Anyway, Paul, keep up the good work.
-- 
Mark Walsh (walsh@optilink) -- UUCP: uunet!optilink!walsh
Amateur Radio: KM6XU@WX3K -- AOL: BigCookie@aol.com -- USCF: L10861
""What, me worry?"" - William M. Gaines, 1922-1992
""I'm gonna crush you!"" - Andre the Giant, 1946-1993
",talk,talk.politics.misc,179108,3,walshoptilinkcom mark walsh subject freedom association organization optilink corporation petaluma ca line 92 article pdb059220493112512kilimanjarojplnasagov pdb059ipljplnasagov paul bartholomew article philc5v0vo7junetcomcom philnetcomcom phil ronzone wrote well put together post disagree several key point post excellent one engage discourse agree wholeheartedly paul handled well think could write ballot material thank id hoped avoid rancor characterized much debate issue im also going prolong debate wanted respond couple point make last posting dont stop right equal opportunity let call reo involves coercion case definition one question position reo lesser right foa good question depends hows answer seriously believe depends wether talking governmental employer case believe absolutely discrimination direct indirect period feel way would offend moral sensibility course would government coercive entity escape boggles mind lifetime white drinking fountain park fountain others yet tax garnished support fountain certainly applied white essence escape coercive state even randy weaver pay property tax hand private employer monopoly business run government unless elect turn affair government say mom pop foa ibm forced force correct word reo case mom pop store foa directly affected individual associate whomever hire case ibm ask whose foa protecting accept ibm corporate entity right foa mom pop store affected hire isnt ibm slippery slope santa cruz number loony antidiscrimination law exist guy sued restaurant hiring every imaginable kitchen utensil dangling earlobe tatoos distracting suddenly arm waving magic landlord foa basis foa landlord disappear seems vague term like contact tenant suffice basis landlord contact hisher tenant landlord doesnt associate tenant complain foa violated lot interaction positive tenant guess isnt issue say buy unit another town managed third party let say real aversion christian stuff buy hook line sinker lunatic schmuck try get elected dont want fish symbol hanging window house government intervene elie weizel rental applicant tom metzger forced rent distant unit company fortune 500 example privately owned give list owner anonymous unknown owner publicly owned sense stock publicly traded share stock owned generic everchanging public yes neat thing unlike mom pop store buy share ibm influence decision making policy dont like anyway paul keep good work mark walsh walshoptilink uucp uunetoptilinkwalsh amateur radio km6xuwx3k aol bigcookieaolcom uscf l10861 worry william gaines 19221992 im gon na crush andre giant 19461993
"From: David A. Fuess
Subject: MathCad 4.0 vs NDW 2.2
Organization: UC LLNL
Lines: 23
Distribution: usa
NNTP-Posting-Host: talon.llnl.gov


I just got off the phone with Mathsoft technical service. They
are now admitting a problem of unknown nature with Maple and
Norton Desktop for Windows. They have no clue at this time
and are collecting configuration information on the systems
which exhibit the problem. Anyone having problems loading the
Maple solver in MathCad 4.0 under NDW shoud call technical
support at 617-577-1017. They made no schedule promices,
but are actively working on the problem.

In the meantime, the workaround is to provide a configuration
selection in autoexec.bat to use PROGMAN (yuk, pew) whenever
you plan to use the Maple solver and NDW otherwise. I am using
Norton BE to place a little menu on the screen with a 5 second
timeout to auto boot NDW.

+---------------------------------+----------------------+
|    _/      _/     _/    _/  _/  | David A. Fuess       |
|   _/      _/     _/_/  _/  _/   | Dir, Center for EECS |
|  _/      _/     _/  _/_/  _/    | Phone: (510)423-2436 |
| _/_/_/  _/_/_/ _/    _/  _/_/_/ | Fax:   (510)422-9343 |
+-------- Lawrence Livermore National Laboratory --------+

",comp,comp.os.ms-windows.misc,9671,0,david fuess subject mathcad 40 v ndw 22 organization uc llnl line 23 distribution usa nntppostinghost talonllnlgov got phone mathsoft technical service admitting problem unknown nature maple norton desktop window clue time collecting configuration information system exhibit problem anyone problem loading maple solver mathcad 40 ndw shoud call technical support 6175771017 made schedule promices actively working problem meantime workaround provide configuration selection autoexecbat use progman yuk pew whenever plan use maple solver ndw otherwise using norton place little menu screen 5 second timeout auto boot ndw david fuess dir center eec phone 5104232436 fax 5104229343 lawrence livermore national laboratory
"From: luom@storm.cs.orst.edu (Luo Martha BaoMing)
Subject: summer program
Organization: Computer Science Department, Oregon State University
Lines: 8

Does anyone know any good decipleship trainning program during min August 
to end of Sept.  Or any missionary programs.
I currently belong to the Missionary Alliance Church in Oregon.
Please reply by mail.

thanks.
----
luom@storm.cs.orst.edu
",soc,soc.religion.christian,20573,4,luomstormcsorstedu luo martha baoming subject summer program organization computer science department oregon state university line 8 anyone know good decipleship trainning program min august end sept missionary program currently belong missionary alliance church oregon please reply mail thanks luomstormcsorstedu
"Subject: Re: [rw] Is Robert Weiss the only orthodox Christian?
From: brian@lpl.arizona.edu (Brian Ceccarelli 602/621-9615)
Organization: Lunar & Planetary Laboratory, Tucson AZ.
Lines: 62

>I'm curious to know if Christians ever read books based on critique
>on the religion, classical text such as ""Age of Reason"" by Paine,
>or ""The Myth Maker"" by Jacobi. Sometimes it is good to know your
>enemy, and if you want to do serious research you have to understand
>both sides, and not solely the one and only right one.

Yes, one does.  I examined a critique of the Book of Romans by
I think, Benjamin Franklin once, a Deist.  I found it amazing that
Benjamin Franklin missed the whole boat.   I also have the writings
on Thomas Jefferson sitting on my shelf, and it is amazing how
much he missed.  I have studied Plato's Theory of Forms and 
Aristotelian Hylomorphesism.  What a pile of junk.  Jesus
makes Plato and Aristotle look like kindergardeners.  Psychology,
the id, ego, superego by Freud?  Elements of truth, but Jesus
explained it far better and gave reasons.

Thomas Paine, Benjamin Franklin, Thomas Jefferson are mere men.  They
can screw up the Bible just as well as any man.  I do not put these
men on a pedestal.  And if I remember T.J.'s autobiography correctly,
he thought Thomas Paine was the most unread man he ever met.

Here's some more circular reasoning to you.  Paul says to the Corinthians
that ""that the gospel will be foolishness to the world, because it is 
spiritually discerned.""  And so, people without the spirit of God haven't a
clue to what the Bible is saying.   From your point of view, that's
incredibly circular and convenient.   To me, it is mysteriously and supernaturally
bizarre.   I can see it, but you can't.  This is not arrogance on
my part.  Trust me.  It is as bizarre to you as it is to me.  But nonetheless,
it is a truth, explainable or not.

Are any of you color blind to red and green?  I am.  Remember those
dot tests they do at the optomologist's?  They put pictures in front
of you and you are supposed to identify the pattern in the dots?  If
your eyes are perfectly normal, you can see letters or numerals
embedded in the dots.  They are a slightly different color and stand
out from the background.  But if you are color blind to red and green,
you will not see anything but gray-shaded dots.  That is how a dot
test appears to me.  I do not see a pattern at all.

A normal seeing person will see the patterns.  And to him, I seem like a
total anomaly.  To him, I appear as if I am missing the universe or something.
It is hard for him to understand why I can't see anything
that to him is as plain as day.

That it what it is like with the Bible, the Word of God, to the believer.
The believer can see the meaning in the words.  I can see how the patterns
fit together.  There is such depth.  Such consistency.   But then, on the
other hand, I notice the non-believer.   He doesn't see it.  He thinks
I am weird because he thinks I am seeing things.   I look at him, and
say, ""No, you are weird.  You do not see.""   Then it is time for a sanity
check.  I go to another Christian and say, ""Do you see this.""  And
they go, ""Yes.  It is an ""X"""".  And I say, ""Thank God, I see the ""X""
too.""

It is truly the strangest thing.   It adds a little extra dimension to
the phrase, 

         ""He will make the blind see, and the deaf hear.""


I am glad that Jesus has enabled me to see.  I wish every non-believer
could see what they are missing.
",talk,talk.religion.misc,84510,3,subject rw robert weiss orthodox christian brianlplarizonaedu brian ceccarelli 6026219615 organization lunar planetary laboratory tucson az line 62 im curious know christian ever read book based critique religion classical text age reason paine myth maker jacobi sometimes good know enemy want serious research understand side solely one right one yes one examined critique book roman think benjamin franklin deist found amazing benjamin franklin missed whole boat also writing thomas jefferson sitting shelf amazing much missed studied plato theory form aristotelian hylomorphesism pile junk jesus make plato aristotle look like kindergardeners psychology id ego superego freud element truth jesus explained far better gave reason thomas paine benjamin franklin thomas jefferson mere men screw bible well man put men pedestal remember tjs autobiography correctly thought thomas paine unread man ever met here circular reasoning paul say corinthian gospel foolishness world spiritually discerned people without spirit god havent clue bible saying point view thats incredibly circular convenient mysteriously supernaturally bizarre see cant arrogance part trust bizarre nonetheless truth explainable color blind red green remember dot test optomologists put picture front supposed identify pattern dot eye perfectly normal see letter numeral embedded dot slightly different color stand background color blind red green see anything grayshaded dot dot test appears see pattern normal seeing person see pattern seem like total anomaly appear missing universe something hard understand cant see anything plain day like bible word god believer believer see meaning word see pattern fit together depth consistency hand notice nonbeliever doesnt see think weird think seeing thing look say weird see time sanity check go another christian say see go yes x say thank god see x truly strangest thing add little extra dimension phrase make blind see deaf hear glad jesus enabled see wish every nonbeliever could see missing
"From: oaf@zurich.ai.mit.edu (Oded Feingold)
Subject: who does the land belong to (was Re: Jews Shoot Muslim Infants)
Organization: M.I.T. Artificial Intelligence Lab.
Lines: 70
Distribution: world
	<1993May19.142202.20722@ncrcae.ColumbiaSC.NCR.COM>
	<1tft9k$71c@bagel.cs.huji.ac.il> <C7C4C7.E7L@ucunix.san.uc.edu>
	<1tnu7f$19b@bagel.cs.huji.ac.il>
Reply-To: oaf@zurich.ai.mit.edu
NNTP-Posting-Host: klosters.ai.mit.edu
In-reply-to: aplebaum@irs01.cs.huji.ac.il's message of 23 May 1993 13:29:19 GMT

Lovely arguments.  But do we write about historical ownership of any
place - Palestine, Pakistan, Cyprus, Aegean Islands (and the oil that
may lie beneath them), whatever - for any reason other than
justification for stomping others?

DOES IT TRULY MATTER whose ancestor lived where 20, 200, or 2000 years
ago?  More than how you treat the land and each other?

Who is wise enough to decree that a person's right to life, liberty
and pursuit of happiness in a particular place depends on accidents of
birth?  Who can even be sure about the precise tracks of the sperm
that birthed the people we wish to despise?

IMHO, the American Indians have it right.  We belong to the earth, it
does not belong to us.  Failure to understand that is a good way to
cause lossage all the way around.  My guess is that once we trash our
environment sufficiently we shall die along with it - the baby eating
and killing its mother, then dying for lack of milk.

Death and disease do not respect national boundaries, not as toxins,
disease vectors,  lost farmland/wetlands/forest cover/water supplies,
nor any other way.  When we fight over which national group owns which
piece of turf, we are merely contending for the best vantage point
from which to kill others, ""our"" land and eventually ourselves.

That is something of which to be proud.  Very proud.  Makes me glad to
be human.


I'm not mindlessly rejecting all nationalism.  Maybe it's fair to ask
whether a recent immigrant deserves a share of the infrastructure that
all _my_ ancestors (hah!) labored to produce.  But it's an artificial
distinction: is the recent immigrant, even a refugee, less likely to
contribute to the next generation's legacy than anyone else?  [In
history the reverse is often the case: recent immigrants strive
hardest.  If nothing else, they fill open eco(l/n)ogic niches.]

Then again, my tribe is infinitely better than your tribe, so I can
understand you all have nothing but plot to knock me off.  While I, of
course, will make sure it doesn't happen, even if I must shoot Muslim
infants (or bash Jewish ones against the walls of schoolhouses) to do
so.  That'll prove my moral superiority, by golly, as well as the
rightness of my cause.


Clearly, there is no higher purpose in life than killing others
because they are not like you.  I would never get in the way of such
fun.

Let's see:  
	soc.culture.turkish - Why don't you Turks go back to Lake
		Baikal where you came from, and leave the land to the
		Greeks, who stole it fair and square from the
		Scythians?
	soc.culture.pakistan - Why don't you guys redistribute
		yourselves over India, as God meant for you to do?
	soc.culture.jewish, soc.culture.arabic - we stick together,
		fight together, die together.  We are brothers, and
		inseparable.
	talk.politics.mideast - oh well, had to be there.

Oded
[Planning on being a Scythian irredentist, as soon as I finish my
present assignment.]


P.S.:	I can't get a semi-decent death threat anymore?

P.P.S.:	Yeh, the Native Americans had it right.  We had to kill them
		off to keep their sedition from spreading.
",talk,talk.politics.mideast,77822,3,oafzurichaimitedu oded feingold subject land belong jew shoot muslim infant organization mit artificial intelligence lab line 70 distribution world 1993may1914220220722ncrcaecolumbiascncrcom 1tft9k71cbagelcshujiacil c7c4c7e7lucunixsanucedu 1tnu7f19bbagelcshujiacil replyto oafzurichaimitedu nntppostinghost klostersaimitedu inreplyto aplebaumirs01cshujiacils message 23 may 1993 132919 gmt lovely argument write historical ownership place palestine pakistan cyprus aegean island oil may lie beneath whatever reason justification stomping others truly matter whose ancestor lived 20 200 2000 year ago treat land wise enough decree person right life liberty pursuit happiness particular place depends accident birth even sure precise track sperm birthed people wish despise imho american indian right belong earth belong u failure understand good way cause lossage way around guess trash environment sufficiently shall die along baby eating killing mother dying lack milk death disease respect national boundary toxin disease vector lost farmlandwetlandsforest coverwater supply way fight national group owns piece turf merely contending best vantage point kill others land eventually something proud proud make glad human im mindlessly rejecting nationalism maybe fair ask whether recent immigrant deserves share infrastructure ancestor hah labored produce artificial distinction recent immigrant even refugee less likely contribute next generation legacy anyone else history reverse often case recent immigrant strive hardest nothing else fill open ecolnogic niche tribe infinitely better tribe understand nothing plot knock course make sure doesnt happen even must shoot muslim infant bash jewish one wall schoolhouse thatll prove moral superiority golly well rightness cause clearly higher purpose life killing others like would never get way fun let see soccultureturkish dont turk go back lake baikal came leave land greek stole fair square scythian socculturepakistan dont guy redistribute india god meant socculturejewish socculturearabic stick together fight together die together brother inseparable talkpoliticsmideast oh well oded planning scythian irredentist soon finish present assignment p cant get semidecent death threat anymore pps yeh native american right kill keep sedition spreading
"From: smb@col.hp.com (Sam Bauer)
Subject: >>For Sale: Waxworks
Organization: HP Colorado Springs Division
Lines: 67
NNTP-Posting-Host: hpctdib.col.hp.com

********************[ PC Game For Sale ]******************

Waxworks by Horrorsoft/Accolade (5.25"")		   $30

By the same folks who brought you Elvira I & II.  I played
Elvira I & II, and think that Horrorsoft has finally made
a very playable game with Waxworks.  The look and feel is
roughly the same as in the Elvira games, though the real time
fighting is a little easier to survive.  The first two games,
especially Elvira II: Jaws of Cerberus made it very tough to
stay alive and hit-point restoring was very difficult.  This 
is not to say that Waxworks is a walk in the park, but it is
quite fair, in that there is always some weapon to be found
that is quite effective, or hint given as to the proper fighting
strategy.  In one of the four wax works to be explored, there is 
no fighting at all (well almost none), though all four contain
moderately challanging puzzles.

The really interesting thing about this game is that it is really 
broken up into four seperate RPGs, one for each of the four exhibits
you must enter.  In starting each one, your character is transported
with no objects to use, and experience level 1.  One exhibits traps
you inside a multi-level ancient Egyptian pyramid which you must 
escape by fighting, mapping and puzzle solving.  Another exhibit
traps you in a mine that has been taken over by creeping plant vines
and pods, while the local humans have been transformed into plant
zombies.  This is a single level maze that requires you to rescue
some humans, kill the head plant alien, and figuere out how to kill
the very tuff plant zombies that are always showing up.  This is
perhaps the most horrifying exhibit.  Another exhibit puts you into
Jack The Ripper England where you appear by the corpse of a fresh Ripper
victim, and of course the police think you are responsible.  You must
avoid police and angry mobs to unravel the mystery of The Ripper and 
meet him face to face - but first get a disquise.  The last exhibit
pus you in a graveyard where most of the challenge is in learning to 
stop the almost indestructible zombies.  

Over all the VGA graphics and music are very effective in setting a 
creepy tone for the game, as was the case for the Elvira games, though
gameplay is much improved and makes for a much more enjoyable game.
I heartily recommend it for RPG and Horror fans.   

*********************************************************

- All prices include shipping.
- All games are in excellent condition unless otherwise stated.
- US buyers only please.
- All games will be shipped inside a box with packing, insured,
  priority USPS.
- All games include all original materials including box, manual,
  disks, and registration unless otherwise noted.

The first responder offering asking price is guarenteed to
get the game.  Those just asking questions get no priority until
they offer to buy the game.  Lower offers may be considered
assuming no other offers at asking price are made.

**********************************************************





--
Sam Bauer	|	Hewlett Packard Co.,   
(719)-531-4460	|	Network Test Division   
smb@col.hp.com  |       Colorado Springs,CO   
",misc,misc.forsale,75854,5,smbcolhpcom sam bauer subject sale waxwork organization hp colorado spring division line 67 nntppostinghost hpctdibcolhpcom pc game sale waxwork horrorsoftaccolade 525 30 folk brought elvira ii played elvira ii think horrorsoft finally made playable game waxwork look feel roughly elvira game though real time fighting little easier survive first two game especially elvira ii jaw cerberus made tough stay alive hitpoint restoring difficult say waxwork walk park quite fair always weapon found quite effective hint given proper fighting strategy one four wax work explored fighting well almost none though four contain moderately challanging puzzle really interesting thing game really broken four seperate rpgs one four exhibit must enter starting one character transported object use experience level 1 one exhibit trap inside multilevel ancient egyptian pyramid must escape fighting mapping puzzle solving another exhibit trap mine taken creeping plant vine pod local human transformed plant zombie single level maze requires rescue human kill head plant alien figuere kill tuff plant zombie always showing perhaps horrifying exhibit another exhibit put jack ripper england appear corpse fresh ripper victim course police think responsible must avoid police angry mob unravel mystery ripper meet face face first get disquise last exhibit pu graveyard challenge learning stop almost indestructible zombie vga graphic music effective setting creepy tone game case elvira game though gameplay much improved make much enjoyable game heartily recommend rpg horror fan price include shipping game excellent condition unless otherwise stated u buyer please game shipped inside box packing insured priority usps game include original material including box manual disk registration unless otherwise noted first responder offering asking price guarenteed get game asking question get priority offer buy game lower offer may considered assuming offer asking price made sam bauer hewlett packard co 7195314460 network test division smbcolhpcom colorado springsco
